id,style
738_800px-Minnesota_Governor%27s_Residence_2012.jpg,tudor_revival
1887_800px-Yates_house_%28Lincoln%2C_Nebraska%29_from_W_1.JPG,queen_anne
234_386px-Westend_Gate_Frankfurt.jpg,international
792_398px-Hakodate_Orthodox_Church_Japan01n.jpg,russian_revival
773_59VeneziaSMois%C3%A8.JPG,baroque
3_797px-Torringford_Street_Historic_District_Johanthan_Kelsey_house_original.JPG,colonial
1695_800px.JPG,russian_revival
6_800px-Ocean_View%2C_127_Arden_St_Coogee_NSW_from_South.jpg,edwardian
4399_600px-13-05-18-berlin-by-RalfR-09.jpg,art_nouveau
265_480px-00090_CATEDRAL_BAS%C3%8DLICA_DE_LA_VIRGEN_DE_LA_ASUNCI%C3%93N.jpg,colonial
1708_800px-Terre_Haute_Branch_of_the_State_Bank_of_Indiana.jpg,greek_revival
1443_Bristol_and_Exeter_House%2C_Temple_Meads_-_geograph.org.uk_-_1189845.jpg,tudor_revival
175_800px-Milchpilz_DSCN9459.JPG,novelty
670_800px-USA-San_Jose-155_West_Reed_Street.jpg,american_craftsman
464_800px-Allegrocube_-_1973_-_Charles_Daudelin_-_04.jpg,international
0_800px-Architecture_buildings_Disney_concert_halls.jpg,deconstructivism
396_450px-Penzinger_stra%C3%9Fe_40.JPG,art_nouveau
1590_Croome_Court06.jpg,georgian
1161_800px-1202_Maxwell_Lane_in_Bloomington.jpg,tudor_revival
3476_800px-Deutscher_Dom_Berlin_Gendarmenmarkt.JPG,baroque
2580_800px-Snohomish%2C_WA_-_1012_Fourth_Street_02.jpg,queen_anne
1719_708px-Georgia_Row_House_%28Omaha%29_from_SE_1.JPG,queen_anne
1182_800px-University_Street_East%2C_923%2C_Elm_Heights_HD.jpg,tudor_revival
10_800px-SCL4.JPG,deconstructivism
1259_800px-Volksschule_Draschestra%C3%9Fe_01.jpg,art_nouveau
2325_800px-PitsundaCathedral.jpg,byzantine
438_800px-Linke_Wienzeile_38_Gesamt_5.JPG,art_nouveau
5039_800px-Katedra_w_Hawanie.JPG,colonial
2353_800px-Sprungschanze_am_Bergisel_%285898246063%29.jpg,deconstructivism
1448_800px-Colonel_Joseph_Taylor_House_front.jpg,queen_anne
169_798px-Basilica_of_Bom_Jesus_%28Goa%29.jpg,baroque
5835_800px-Budynek_Teatru_%C5%9Al%C4%85skiego_w_Katowicach_01._M.R.jpg,art_nouveau
international.124.jpg,international
5061_800px-Catedral_de_San_Cristobal_de_La_Habana.JPG,colonial
5397_800px-BBC_Northern_Ireland_Belfast.jpg,art_deco
2098_800px-Pyramide_rhomboidale_03.JPG,ancient_egyptian
5096_450px-Hoteldesinvalides_koepelkerk.JPG,baroque
2195_800px-Dominion_Square_Building_07.JPG,beaux_arts
488_800px-Wien-Zentralfriedhof%2C_Ged%C3%A4chtniskirche.jpg,art_nouveau
2743_800px-Vitra_Design_Museum%2C_factory_side_view.jpg,deconstructivism
3483_770px-Berlin_Franzoesicher_Dom_BW_5.jpg,baroque
607_450px-50_kennedy_plaza.JPG,postmodern
1497_800px-Goodridge_Block%2C_Edmonton_%28front%29.JPG,edwardian
27_524px-Secession_building%2C_2%2CSzczepanski_square%2CKrakow_Old_Town.jpg,art_nouveau
1465_800px-Port_of_Liverpool_Building_General_Front.jpg,edwardian
477_450px-Vienna_zentralfriedhof_karl-borromaeus-church.jpg,art_nouveau
5004_Chadderton_Baths.jpg,art_deco
1817_400px-Casa_Gallardo_%28Madrid%29_03.jpg,art_nouveau
2755_766px-MUC_B%C3%BCrgersaalkircheA.jpg,baroque
4465_800px-Altes_bad_charlottenburg_14.10.2011_12-01-01.jpg,art_nouveau
173_800px-Peix_P1150210.JPG,deconstructivism
383_800px-Bradford-Pettis_House_from_E.jpg,georgian
1948_800px-St_Demetrius_Tarnovo_Klearchos_2.jpg,byzantine
1663_612px-Strasbourg%2C_immeuble_16_rue_Sleidan_%28bis%29.jpg,art_nouveau
1667_501px-Moscow%2C_Archangel_Michael_church_%283%29.jpg,russian_revival
310_800px-Egypt-12B-021_-_Step_Pyramid_of_Djoser.jpg,ancient_egyptian
greek.54.jpg,greek_revival
6087_400px-Wroc%C5%82aw_Rynek_13_sm.jpg,art_nouveau
2326_800px-Flickr_-_Gaspa_-_Giza%2C_piramide_di_Chefren_e_beduino.jpg,ancient_egyptian
375_800px-Sam_%26_Sara_in_Inwood_Manitoba.JPG,novelty
1520_713px-La_Junta%2C_Colorado_505_San_Juan_Avenue_from_W_1.JPG,queen_anne
international.186.jpg,international
greek.87.jpg,greek_revival
364_800px-Cedar_Rapids%2C_Nebraska_St_Anthony_school_from_S.JPG,georgian
1494_450px-Yar_chapel.JPG,russian_revival
6079_800px-M%C5%82awa_kamienica_secesyjna_ul%C5%BBwirki.jpg,art_nouveau
1650_800px-Rastunovo_2.JPG,byzantine
greek.94.jpg,greek_revival
783_800px-Royal_Ontario_Museum2.jpg,deconstructivism
782_798px-Russian_Orthodox_church_in_Hakodate.jpg,russian_revival
935_800px-Ponta_do_Sol_-_Cinema.jpg,art_deco
2114_690px-Charles_H._Budd_House.jpg,queen_anne
197_800px-Morrison-Kenyon_Library_with_no_pedestrians.jpg,georgian
513_800px-Ballantine_Road_South%2C_412-414%2C_Elm_Heights_HD.jpg,american_craftsman
2571_800px-Rue_Reaumur%2C_61.jpg,art_nouveau
2388_800px-Pyramid_of_Khafre_%28Pyramid_of_Chefren%29._Giza%2C_Cairo%2C_Egypt%2C_North_Africa.jpg,ancient_egyptian
1661_800px.jpg,byzantine
488_800px-First_Street_East%2C_416%2C_East_Second_Street_HD.jpg,american_craftsman
5667_800px-Nuorisotalo_Vimma.jpg,art_nouveau
1002_800px-Ehemaliges_Arbeiterheim_Favoriten_Hotel_Favorita.JPG,art_nouveau
1225_400px-T_%26_G_Building%2C_Napier_39.jpg,art_deco
3104_787px-Barlaston_Hall.jpg,georgian
1113_800px-Box_Butte_County_courthouse_from_S.JPG,beaux_arts
5234_Luotsikatu_1_Katajanoka.jpg,art_nouveau
4886_690px-1_Pavlova_Street%2C_Lviv.jpg,art_nouveau
723_572px-San_Rocco_Venezia_%28Facciata%29.jpg,baroque
30_548px-Tallinn15.jpg,russian_revival
international.92.jpg,international
453_417px-Prudential_Building_HDR.jpg,chicago_school
535_800px-Ninth_Street%2C_801%2C_University_Courts.jpg,american_craftsman
3742_800px-Rome_%2829290475%29.jpg,baroque
401_800px-Braunschweig_Kleines_Haus.jpg,bauhaus
1181_800px-Stichweh_Wohnhaus_Hannover.jpg,bauhaus
1210_800px-Jordan_Avenue_South%2C_322%2C_Elm_Heights_HD.jpg,tudor_revival
1851_800px-Battistero_di_San_Giovanni_close.jpg,romanesque
2252_800px-ISU_Catt_Hall.jpg,queen_anne
4774_528px-Basilica_of_the_Sacred_Heart%2C_Brussels_%281%29.jpg,art_deco
02_0070.jpg,gothic
2485_800px-Horse_Guards_Building.JPG,georgian
4492_398px-13-04-29-potsdamer-plat-by-RalfR-23.jpg,postmodern
2289_579px-Jockey_Club_Innovation_Tower%2C_Hong_Kong_Polytechnic_University263.jpg,deconstructivism
1498_715px-Tooke-Nuckolls_House.JPG,queen_anne
international.136.jpg,international
540_800px-Park_Avenue_South%2C_700%2C_Elm_Heights_HD.jpg,american_craftsman
1771_800px-Oulun_Suomalaisen_Yhteiskoulun_lukio_1908_c.jpg,art_nouveau
3809_628px-Villa_Lang_Saurupt_Nancy_11-06-2006.jpg,art_nouveau
1208_401px-Westport_Municipal_Chambers_004.JPG,art_deco
2023_707px-Henderson_House_-_Portland_Oregon.jpg,queen_anne
22_800px-Snohomish%2C_WA_-_506_Avenue_B.jpg,american_foursquare
310_800px-Rizzi-Haus_BS.jpg,bauhaus
321_800px-Pyramid_of_Djoser_2010_14.jpg,ancient_egyptian
716_800px-TheHistoryMuseumAtTheCastleAppletonWI125.jpg,tudor_revival
greek.295.jpg,greek_revival
1238_BigCow_Nambour.jpg,novelty
4381_House_overlooking_Green_Park_-_geograph.org.uk_-_1500941.jpg,georgian
2703_800px-Fort_Wayne_East_521_in_Warsaw.jpg,queen_anne
1340_743px-Alexandrov_SeraphimSarov_church.jpg,russian_revival
3738_Egypt.Dashur.RedPyramid.01.jpg,ancient_egyptian
02_0060.jpg,gothic
1166_800px-Wylie_Street_East%2C_1212%2C_Elm_Heights_HD.jpg,tudor_revival
5357_800px-Finnish_National_Theatre%2C_Helsinki_-_DSC03436.JPG,art_nouveau
3844_696px-Kaufhaus_Conitzer_und_S%C3%B6hne_Gotha.jpg,art_deco
1122_800px-USA-San_Jose-125_Gifford_Avenue-2.jpg,queen_anne
3280_800px-Schloss_K%C3%B6penick_9.jpg,baroque
1102_800px-Alfred_M._Glossbrenner_Mansion.jpg,tudor_revival
3045_399px-St._Michael-bjs0605-02.jpg,baroque
3134_Kedleston_Hall.jpg,georgian
2076_405px.jpg,russian_revival
02_0002.jpg,gothic
02_0007.jpg,gothic
767_541px-Chiesa_di_San_Moise.jpg,baroque
775_800px-Catedral_Oaxaca._Agosto_2009.JPG,colonial
2219_01_menkaure_pyramid.jpg,ancient_egyptian
313_450px-Monumento_en_honor_a_Al%C3%AD_Primera%2C_Caujarao.JPG,novelty
2533_800px-HamiltonGoTransitStation.JPG,art_deco
2651_715px-Angers_-_Maison_bleue.jpg,art_deco
08_0044.jpg,georgian
2477_Lawang_Sewu_DYK_edit.jpg,colonial
320_800px-Mystras_1997-09_3_detail.jpg,byzantine
4661_800px.jpg,russian_revival
catholic-church-gothic-architecture-style-22449845.jpg,gothic
1104_800px-PrinceGeorgeHotel.JPG,bauhaus
2199_450px-Edifices_New_York_Life_et_Aldred.jpg,art_deco
1834_598px-Casa_Gallardo_-_09.jpg,art_nouveau
566_800px-Westside_1.JPG,deconstructivism
1530_691px-Pokrov_v.jpg,russian_revival
579_800px-20110724_Venice_Santa_Maria_della_Salute_5159.jpg,baroque
883_450px-HK_Wan_Chai_North.JPG,postmodern
723_800px-Old_Ogilvy_Shop.JPG,chicago_school
2156_800px-Dahchour0010.jpg,ancient_egyptian
Cattedrale_di_San_Lorenzo_Genoa.jpg,romanesque
international.191.JPG,international
1201_800px-%D0%91%D0%B0%D1%88%D0%BD%D0%B8_1.JPG,russian_revival
547_800px-Eighth_Street%2C_718-720%2C_Bowman_House%2C_University_Courts.jpg,american_craftsman
54_485px-Randy%27s_Donuts_LA_California_LC-HS503-532.jpg,novelty
1987_638px-Casa_dos_Portugueses_%28Madrid%29_08.jpg,art_nouveau
2038_800px-San_Ignacio_de_Velasco_001.JPG,colonial
4960_800px-Pyramid_of_Khafre_%28Pyramid_of_Chefren%29._Giza%2C_Cairo%2C_Egypt%2C_North_Africa.jpg,ancient_egyptian
2831_St-marks-picture.jpg,byzantine
361_447px-GrandparkCentreDetroit.jpg,chicago_school
2031_800px-Pyramid_GIc_2010.jpg,ancient_egyptian
971_450px-Bank_of_China_Tower_angle.JPG,postmodern
3652_800px-Neferirkare-Pyramid_Phases.jpg,ancient_egyptian
2297_800px-Aviary_Lynchburg_Nov_08-1.JPG,queen_anne
1345_800px-415-clark-knoxville-tn1.jpg,queen_anne
08_0076.jpg,georgian
318_800px-Berlin_%285595095447%29.jpg,greek_revival
02_0038.jpg,gothic
3704_775px-Gartenhallenbad-Fechenheim-Ostseite-03012010-b.jpg,art_deco
2718_450px-B%C3%BCrgersaal_au%C3%9Fen.jpg,baroque
70_732px-Catedral_de_Alejandro_Nevsky%2C_Tallin%2C_Estonia%2C_2012-08-05%2C_DD_18.JPG,russian_revival
6231_799px-Warszawa_Hotel_Bristol_P3288969.jpg,art_nouveau
193_800px-Borstel-Hohenraden_Schule.jpg,bauhaus
02_0066.jpg,gothic
Issoire-saint-austremoine.jpg,romanesque
1296_780px-370_Central_Park_West.jpg,tudor_revival
greek.222.jpg,greek_revival
"Empoli,_collegiata_03.JPG",romanesque
65_516px-Meeker-Strang_Building_-_Medford_Oregon.jpg,chicago_school
1455_800px-Sandusky_County_Jail_and_Sheriff%27s_House%2C_front.jpg,queen_anne
1417_450px-Nageswar_Temple_Statue.JPG,novelty
4488_800px-NS_P._Legislativo.jpg,beaux_arts
1422_800px-Walden-7_Sant_Just_Desvern_1.jpg,postmodern
46_800px-Thomas_Scott_Residence_%28angle%29.JPG,american_foursquare
1086_800px-Rotunda_north_UVa_wrapped_capitals_2010.jpg,palladian
152_800px-Defiance_Public_Library.jpg,american_craftsman
3917_620px-Berlin%2C_Mitte%2C_Schuetzenstrasse%2C_Mosse-Zentrum_05.jpg,art_deco
531_800px-WSTM_Headcases_0117.jpg,beaux_arts
